sample_index,sample_id,label,class_code,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_mat_path,mat_path_sha256,mat_size_bytes,foreground_pixels,inner_pixels,outer_pixels,foreground_std_features,foreground_iqr_features,radial_features,morphology_features,extracted_mat_feature_sha256,mat_content_sha256
702,4-1/63,4,NX,4-1,1,63,6,development,4-1/63.mat,72c58279ca9263b9bf21a0d180aee011e518d26db20811ce541baaa9f16155a8,529035,174,86,88,392,392,392,5,cb4bd5e0145b1ef745fda90decb67a95fe3e13425d23047291a19700d38809f6,not_computed_in_blind_development
703,4-1/64,4,NX,4-1,1,64,0,development,4-1/64.mat,7d4c828f074686bfff2ca716263cde24d2e35c3ec2acad33f967e1fad7023d03,688466,233,113,120,392,392,392,5,c5ccaf87f96909e6980bf17c094c425d21e67e26221cf1cfa52be1ac625e35bf,not_computed_in_blind_development
705,4-1/66,4,NX,4-1,1,66,1,development,4-1/66.mat,c04fb14bcf56b992e0fc22bfaaa2541483041731ace30cecf48a3cf9f2815677,897074,306,153,153,392,392,392,5,2f44831fbe1cd468c67d94840e4260a7f2205e3772fdbd6e74ca992be90a3b54,not_computed_in_blind_development
706,4-1/67,4,NX,4-1,1,67,0,development,4-1/67.mat,e5975d49576e78aa2b700820792a46cab8674166005e653c64298141fea69b64,563074,184,90,94,392,392,392,5,61a0aa995e2326f10a1fd8bbd045c02f57ca07ff3ff8d1a74d043e20a6b31e7f,not_computed_in_blind_development
707,4-1/68,4,NX,4-1,1,68,0,development,4-1/68.mat,f13f3d1fb7d5d91be7ca850379dfce6b349d940e14d61e60f550963beba6236e,566949,187,79,108,392,392,392,5,de11eec03cd7fe6a3d62e9a62adb6f434d8d8eebadf3663962d7095a6ac95a24,not_computed_in_blind_development
708,4-1/69,4,NX,4-1,1,69,5,development,4-1/69.mat,7ee64281d9028bb6741713827eb4769d179a5749435dd82b42df32f937c33bac,598269,200,88,112,392,392,392,5,897ac237e12e3fad2e46efdee01302bc5e64d3fb566452bc800cd427d74e8c75,not_computed_in_blind_development
709,4-1/70,4,NX,4-1,1,70,5,development,4-1/70.mat,85d36b3b971bd563f1f3d878b60d0b78a31a812f6718201399149989af059ebd,447049,144,66,78,392,392,392,5,798b5d674333cf78aab3eaed9d3403319a4c41e38a2829a1e02a4da3007dde40,not_computed_in_blind_development
710,4-1/71,4,NX,4-1,1,71,0,development,4-1/71.mat,dd29fb7bdc62bbd6f53cbd05f3c931594bef414a3cc9df5d2f2f133006860fdd,778862,265,131,134,392,392,392,5,26a05496f5a3bf2f67b9c72d553b0051da6eda1aa8255050575de4b2f66b61dc,not_computed_in_blind_development
713,4-1/74,4,NX,4-1,1,74,2,development,4-1/74.mat,1bc2aa5228d52aa0eaea1eaa4c8845c246c9fd1035eaabbc026b11662e05e561,718123,240,110,130,392,392,392,5,8ba61a3e8b01b11af7eed18098e467b940602a40e29cc9beb807ee69c0f39a32,not_computed_in_blind_development
714,4-1/75,4,NX,4-1,1,75,7,development,4-1/75.mat,1fd83f963a814c1ff8449999025452663e9b938c8b827044c74ddc51c17d51bd,657278,219,101,118,392,392,392,5,a11fa134100640778fac396b44990b224e61e2fe0096528e6350adb80cd144aa,not_computed_in_blind_development
715,4-1/76,4,NX,4-1,1,76,2,development,4-1/76.mat,53d92093f6dc7a6061e42fc414df374a85b2d90bfef79d07b24752fd5fd12f2a,693011,234,110,124,392,392,392,5,536d6b5e2d760ea3ba244ca52c54f4ab0c44a42e80d0af519fa6413363090ccc,not_computed_in_blind_development
716,4-1/77,4,NX,4-1,1,77,2,development,4-1/77.mat,f01719933c65eb76c4b5395a66350bcdbaed5a9f395f672a73ce4dcdcd8abbd2,529734,172,79,93,392,392,392,5,f0b68113eb3cd435735cf1b26485a64f9d337c50f3c9b7acc7938e0eb1cd8d3b,not_computed_in_blind_development
718,4-1/79,4,NX,4-1,1,79,6,development,4-1/79.mat,c9e5128b9c812939f505c3af145c7eadc2f29816aa2e08fee1e12e58bcf3d350,548827,181,89,92,392,392,392,5,ff6e95e9e27a541f7a1279de3d011573db53322459fe74fe1d74d4962d02a5d8,not_computed_in_blind_development
719,4-1/80,4,NX,4-1,1,80,3,development,4-1/80.mat,e11dc9ceda9c2c06ed462cfb1d25f331883234784d8f8666d1aa81763c597afe,778514,264,123,141,392,392,392,5,d18177dd928585d79f42847037c9fc70d77920a9671c6b07a8abc78771fa82a8,not_computed_in_blind_development
720,4-1/81,4,NX,4-1,1,81,1,development,4-1/81.mat,631ca9811d7729014308be3989ec298f81dbf9e89384d96c17c3261c590deae2,948204,331,157,174,392,392,392,5,9e70bd3a032559d500c68af141339e4f3240b657c87d94fd6cf28e5540be39db,not_computed_in_blind_development
722,4-1/83,4,NX,4-1,1,83,4,development,4-1/83.mat,c262f8bc0341e76da25ef3cffdf45ccb7194a943e4f51cc8c83b5c445ae3e2ac,883414,304,150,154,392,392,392,5,11342e06087c6473235973ac5771b62db2d4b8997f41be9d7664950405153cac,not_computed_in_blind_development
723,4-1/84,4,NX,4-1,1,84,0,development,4-1/84.mat,f33e2f031cd2b5f89afa2eaab924bc371498e978cc80760f812a219a60b5d6dd,794421,271,127,144,392,392,392,5,32ba71e00a189eccffff09c517bf8de6a46597b00a4f5f1ae8a07348f5b67b20,not_computed_in_blind_development
726,4-1/87,4,NX,4-1,1,87,3,development,4-1/87.mat,d90c86ce75c675c2e9f4d14c5a58c3c395a1e7d897ce00adc91587febf94ecb0,600274,200,89,111,392,392,392,5,a045be23e95839976f14d7dc1576413d2193e2863dffbe63b2acd3d019186c56,not_computed_in_blind_development
727,4-1/88,4,NX,4-1,1,88,6,development,4-1/88.mat,e923ab6f1944b1721963f1a0f7a6a549afdf7c1f3fa2fecaae01812cf23242de,553068,182,90,92,392,392,392,5,c412dbad730240dbfe46dbf9763d6fda5459f5cbdfe874a4d5f3572dd5cf349a,not_computed_in_blind_development
728,4-1/89,4,NX,4-1,1,89,3,development,4-1/89.mat,c97756d7ba79ced1ea0edca43dceb2c7605bfd757bbf55fda2a4def97c32f461,884202,303,145,158,392,392,392,5,d1ef3a70d5675e0e93875dc4318d784a72239979bd40efdfbecb9b8a8414bf5e,not_computed_in_blind_development
729,4-1/90,4,NX,4-1,1,90,7,development,4-1/90.mat,79cc3d20be8ebbeea29ff55c569453b10a3ffb1835bf63e0ab4139cde340b67f,669463,223,101,122,392,392,392,5,5cf11dd9dfc3ef90e9299a8ff076d77300f56659e9cea32bd13ed98191a121de,not_computed_in_blind_development
731,4-2/2,4,NX,4-2,2,2,7,development,4-2/2.mat,4e859026fdfd963007dd037138c4d11e7042b60cb93a296b92a537fe8d4d58da,1149584,404,193,211,392,392,392,5,2fd1ef81e3412061f666897ecf6e2802f6b1b2cf1475b85cf3ab9a1350c7cd2c,not_computed_in_blind_development
732,4-2/3,4,NX,4-2,2,3,5,development,4-2/3.mat,52ffdb0760e833f21d23acc15a245671ac3fcf8aa147febdca7d4a436120d14a,761034,259,129,130,392,392,392,5,fa81eccb1bf94d8ae5824aab8d5b18b5f285e68bf16938b1667b2bcf8544a554,not_computed_in_blind_development
733,4-2/4,4,NX,4-2,2,4,5,development,4-2/4.mat,eb51de4ca986782562d246131ff70c97cc45a51d2325844c702328ef860ec963,652091,219,99,120,392,392,392,5,75e2bd7188c73cba12f5af9feecd8187dd463c726a31a8db0db44a5b50ddc07b,not_computed_in_blind_development
734,4-2/5,4,NX,4-2,2,5,5,development,4-2/5.mat,dcd442690c82a36d681fe86305eb70a0f8556684ba5151b1151651b1533fccb3,733618,247,120,127,392,392,392,5,a179d445ff69c668c10ea415e9cdac6dd110a48630531d01223d81489f0840f2,not_computed_in_blind_development
735,4-2/6,4,NX,4-2,2,6,1,development,4-2/6.mat,ff6c71f9ba7a762df2b76884dd7723db46fcefe8c71bbc21ac52045a4ef94165,727052,246,120,126,392,392,392,5,8661ca1ae72fa878b5d6e0a17400343767bf1dece22d83778ce17f28e7353afb,not_computed_in_blind_development
736,4-2/7,4,NX,4-2,2,7,2,development,4-2/7.mat,4e4ac87226bf4408e4a2729b3b0d3208d133a628ed2f6848e0ae11f2545aed94,694178,233,113,120,392,392,392,5,20b5eefa2dfc786eb0099cc9380b2dbc9b325b3c04eb9dfb23c2dffe7b6b73a3,not_computed_in_blind_development
737,4-2/8,4,NX,4-2,2,8,6,development,4-2/8.mat,1aed32204cc87f4ac8e2642bf4b404e4aa83a0be4e59d42cebaff87a6e4d2e1a,652673,218,96,122,392,392,392,5,85c1a279c17d58845c0234ad98f459bba6e11afb6a2cb33a518699e2e0472bad,not_computed_in_blind_development
739,4-2/10,4,NX,4-2,2,10,5,development,4-2/10.mat,4f5eebab3526ec602d2e93a8a298fad1de828cc89f00f6e9c156fec8a6ad6520,965948,332,157,175,392,392,392,5,0b2df13e591efaf2a4993cefe1826331c9d01457f831963f3da8daf9140bca39,not_computed_in_blind_development
740,4-2/11,4,NX,4-2,2,11,7,development,4-2/11.mat,1cfce3abb05c6138fe11923e71d82f9d82aeb6abdc6ca6406e7aff3a542ae772,780147,263,129,134,392,392,392,5,169ee5c765107ade446657d132e2b1c669fe28b93d713a368ff8146db26399d9,not_computed_in_blind_development
741,4-2/12,4,NX,4-2,2,12,1,development,4-2/12.mat,6975fb738181bbfe30da4bd32571ebdd4241defd28114fd6f95346f09e13fd7b,760066,257,117,140,392,392,392,5,5770e5eec428fcbfafb25e8d86c44fbe2ad3592da8ee63f982acebd905bd17da,not_computed_in_blind_development
742,4-2/13,4,NX,4-2,2,13,7,development,4-2/13.mat,4d5def9c7758cf587bf60b407c7850dcee04372a6f4767545de413a9e4da6c07,717657,242,118,124,392,392,392,5,4e02d908b0c4ff8738b61073204a69a2ac8a66a58a43bd09472f60246575c2b2,not_computed_in_blind_development
743,4-2/14,4,NX,4-2,2,14,5,development,4-2/14.mat,bb3600457811a7818078fbc4b2b0761b2cf1a2e5549c46f25edc0ed5ac088b03,651325,217,101,116,392,392,392,5,e617049963115d8f429cd968ea5c093160773b9379c47729e50f8c597719592c,not_computed_in_blind_development
744,4-2/15,4,NX,4-2,2,15,2,development,4-2/15.mat,059fc1fecbabe08f39699fae343dfd271e4af73d53fc4dfd2abdf1bdfb0ea144,508129,166,79,87,392,392,392,5,42507a9c57bac2822cfe7de63ee1504fc50e8828a460ac483f614d5de02f2bdf,not_computed_in_blind_development
745,4-2/16,4,NX,4-2,2,16,3,development,4-2/16.mat,f506aa0ec7775cde461729b7812e70e929dd912f9df1dd6bfaa6ae352fe786ff,1081357,373,180,193,392,392,392,5,456296e999bbc177030b62db60cbee7bea62b6e4c5664e2d5ce877991996d5cc,not_computed_in_blind_development
746,4-2/17,4,NX,4-2,2,17,7,development,4-2/17.mat,fa47a0b5508bc77cbfe483a528003d6164f75c662214c6158479a28ccdd17c07,637162,214,98,116,392,392,392,5,8bf745bd4c84f966189900d90af4cd24fd6c488d8d07597654f10b2412e30908,not_computed_in_blind_development
747,4-2/18,4,NX,4-2,2,18,6,development,4-2/18.mat,60ad960de31f82c318e7187bd4696a949beaa071a9f94926667c39859c592c83,593707,197,85,112,392,392,392,5,32c2283b4ecd2db6387b3cd8d24b1eb3498104a7467394ec4cc2916a1438e657,not_computed_in_blind_development
748,4-2/19,4,NX,4-2,2,19,2,development,4-2/19.mat,6940d7fd4c2136c2b3e2b885210667608abd1c9df62d5f648c7bb5798d85e5de,655133,219,98,121,392,392,392,5,60db3a6da61a6d0f42eb904c476b51faa2ce7c506824e49debe5b307497d6f81,not_computed_in_blind_development
750,4-2/21,4,NX,4-2,2,21,6,development,4-2/21.mat,f6540a805437d751f5945f7070275755f8918c5d68c520065de1844949acbb81,674963,225,101,124,392,392,392,5,74bcee2916bfd18347e2303cb5b19d522bedda5ae8d8e701068f3e0564b9b42f,not_computed_in_blind_development
751,4-2/22,4,NX,4-2,2,22,6,development,4-2/22.mat,ec746d8ccc4a0ec40eb722a3e666cacf5dcae8a5a6be36e81321cd80efe72663,711340,241,117,124,392,392,392,5,1c7bce65548583a63e8178e71c5ad6d9e1c3747960f832b9f719b51ade724c87,not_computed_in_blind_development
752,4-2/23,4,NX,4-2,2,23,4,development,4-2/23.mat,6d8c03273c8cef769aa9256f87a823ad9eff48e1b4fe77e8310cc4807f48f736,814306,279,133,146,392,392,392,5,27db4aa939c2962a57106072ab6b13a7c01403b531c8a51f6d00c1293ccdadff,not_computed_in_blind_development
753,4-2/24,4,NX,4-2,2,24,0,development,4-2/24.mat,ff31a1636dbe0a42756884e9db043a833bc50686384417038a673497b35c3830,1130075,391,179,212,392,392,392,5,03f9340750dbf6a789b0ee70972bda5ade4257a869b6cb7059d912c76b0cf359,not_computed_in_blind_development
754,4-2/25,4,NX,4-2,2,25,2,development,4-2/25.mat,bbfe561a2cdbd16bc9e42afa7d47eb01f19996fb58fe519f998c1679699fe3c1,679766,227,104,123,392,392,392,5,bad0490280bae88c7655720070f28c98e427b006bfe639775f3d22e3ad6fd73e,not_computed_in_blind_development
755,4-2/26,4,NX,4-2,2,26,2,development,4-2/26.mat,34ae345df8fe8a4d59ef8fb445e4b2bb89abe62ed0df62dddfa289b2921eaabb,770264,261,121,140,392,392,392,5,2469908971ebb2b247de56cb05100c2577023ea75543d3dc77eaf2a42badbdbb,not_computed_in_blind_development
756,4-2/27,4,NX,4-2,2,27,1,development,4-2/27.mat,8209122df0c913340618c62a0c6b472d50ecb191b06bade26cb4a85e1d261779,652665,217,95,122,392,392,392,5,b3a448b0dd891c1e07300b5530c5f08ac2d148181542765fe3bc1671c4b6ef34,not_computed_in_blind_development
757,4-2/28,4,NX,4-2,2,28,5,development,4-2/28.mat,12d45fae8e40a6f41061681ed58fa3e7187255b1af1a83aab67238846fd863c8,790403,270,126,144,392,392,392,5,4df6d9bf698c0255395255d91d113a3eef80d77fc14533011a041e33b346d521,not_computed_in_blind_development
758,4-2/29,4,NX,4-2,2,29,5,development,4-2/29.mat,62d067691829d185601d8f46a88b0230fea398923ce98a06f82a302a97a29452,684483,230,110,120,392,392,392,5,7fef6479573818910b0f5b6532b387bfee33c55eb1d99ee32a3d872341809ebf,not_computed_in_blind_development
759,4-2/30,4,NX,4-2,2,30,2,development,4-2/30.mat,99e8febc10d779de1f568862df569129818aa22a37e258ae5818faa7999e64f9,807503,277,132,145,392,392,392,5,a118ea1db5274fcd764b495d9714db6774514e91eb2e0b3d448d4a9480ee3960,not_computed_in_blind_development
760,4-2/31,4,NX,4-2,2,31,4,development,4-2/31.mat,d36218b2d11c9a6300aff2b9aae84cbb556c5ff7e28e2f34140a99dbd19e7f8e,759721,256,126,130,392,392,392,5,983e5f4c922152a459b2c21119dd0dc55982c4d3fdfd9e0763e7bdd3f8ee4a5b,not_computed_in_blind_development
761,4-2/32,4,NX,4-2,2,32,6,development,4-2/32.mat,9cfef08319a4d43a8d9185845e7b8117d398b6a0c52f88ea081a0b20e753ff63,1175580,410,197,213,392,392,392,5,ddeead97e76044860853d046479a67d642196868622b0320b1577edef2a186ff,not_computed_in_blind_development
762,4-2/33,4,NX,4-2,2,33,3,development,4-2/33.mat,44b2e17883678d5e58c126d979b914b9fdc3decd9d94d04194fb14d0cd941284,1112669,385,176,209,392,392,392,5,f6c8e89192ce14f471403e54884dc23e38e660f5b64dd72b428237ee7fce1d36,not_computed_in_blind_development
764,4-2/35,4,NX,4-2,2,35,2,development,4-2/35.mat,97305a55a6bbe2b996d6cc5dee47547a374b25d9f77868261e79eac3952940ce,574676,188,81,107,392,392,392,5,41ce1e17b8f3071d766ab97e2e09f0c04da9a9c4d2b121696b8a89338c4791f9,not_computed_in_blind_development
768,4-2/39,4,NX,4-2,2,39,0,development,4-2/39.mat,5c42c4119e4f8d303827f4595c6beb245cec3cadb0a8327ef47a98e65fd9601f,607287,203,92,111,392,392,392,5,b2ba5d165a5c4b1c5fe21dd60f7cd34ee533e9bf0b68835e7c95ad8fa278949c,not_computed_in_blind_development
769,4-2/40,4,NX,4-2,2,40,0,development,4-2/40.mat,557ccc50e6520519b9770de0d8c197fb9bc6fd3c6cdb7123c7f241a07a8d48e2,786041,267,125,142,392,392,392,5,8c54b5664abfd091c72cd01a9d65919fb268362c9b0fcf9bb0b76689a7dd5d85,not_computed_in_blind_development
770,4-2/41,4,NX,4-2,2,41,3,development,4-2/41.mat,d779064dc0d32afc16d140f6c46126f49102d9df00f21d4156d4e7172b4ad0c3,870830,298,145,153,392,392,392,5,6ae80177913cfbfd683aef3e8a87692fd2312419be60d20bed922d85d79bb0bf,not_computed_in_blind_development
772,4-2/43,4,NX,4-2,2,43,4,development,4-2/43.mat,fec6127d6943fbb8bf9fced0a2020c4775da1c77e40363c274d707cdfc192352,601526,198,86,112,392,392,392,5,bedd007dfc9b40affa19b3fab8b4dc20f3b31e6dfef87bc2e995540981e49a26,not_computed_in_blind_development
774,4-2/45,4,NX,4-2,2,45,1,development,4-2/45.mat,09ee9653819993d237bd306c2eec7b893aa8869955a5f485bd750a837a83658a,595532,198,91,107,392,392,392,5,577471f9cb270a28b1bcb7bec51657df0eb9c12ee57f839f8106e9c8fc62f937,not_computed_in_blind_development
775,4-2/46,4,NX,4-2,2,46,1,development,4-2/46.mat,67d09f57e392918301fdb417612e7526144f5456e0590c0d2b24924d67d96eb0,875586,301,148,153,392,392,392,5,41b74826e8a2f3fa2d118facdc897144367145c5de0d540deecf7a5b51912860,not_computed_in_blind_development
776,4-2/47,4,NX,4-2,2,47,0,development,4-2/47.mat,a499f6312749f898ac546e3fe244e960f44f40d282a367b767272a9c2a1b7bd3,687620,234,114,120,392,392,392,5,f8bfcb8241ea81a3c9f36cfb3f1d5cb3d192ec796ce98c204f2a9e68228d2cc6,not_computed_in_blind_development
779,4-2/50,4,NX,4-2,2,50,1,development,4-2/50.mat,e3c5bbbcad183b76103b849d4ba712e0502fd92e7a58f307eddb70fd0610cb9e,488364,159,75,84,392,392,392,5,22812e801810e6f8e5887c833c1fe0c69295194d3aba4b4223005041d519d263,not_computed_in_blind_development
780,4-2/51,4,NX,4-2,2,51,7,development,4-2/51.mat,dd1e592f1d377b06fa562e1b1f2ded6a4321fe8445d8caff86187a384a7481b7,750357,254,126,128,392,392,392,5,11054d92b8a510b74fc20097fd1d5c136a3ae6695fd17869c784afa7e89f108d,not_computed_in_blind_development
781,4-2/52,4,NX,4-2,2,52,3,development,4-2/52.mat,8e3292f7326239713fc409a8c876a5976394b55b2010cb11d94b43132bbc9076,727397,246,120,126,392,392,392,5,aa154d20f45d437cf58128e1aff68fb576f469581117404a27d89c9ef6cb7ce6,not_computed_in_blind_development
783,4-2/54,4,NX,4-2,2,54,6,development,4-2/54.mat,28729e91cf199027fd6b7695be9ca5c3cb5edab15f76eb9b6e2bf06e7038a324,640148,214,94,120,392,392,392,5,18b6be84fe1b8ffd9ca897ad3715e9cd4c53ae07382ad68ef61b16e05aa47152,not_computed_in_blind_development
784,4-2/55,4,NX,4-2,2,55,3,development,4-2/55.mat,c3deaa22e1fd5ad364a88a8d31412f2809db54a884d15b248f51cde7f408fbe0,987935,339,163,176,392,392,392,5,ca84ca22b9c463a6ccb0cd9ca911f1574744b36af6e2e965b9095499ad13ff30,not_computed_in_blind_development
785,4-2/56,4,NX,4-2,2,56,4,development,4-2/56.mat,59405c9e5eb3e8b90529a5d8581509dc04d93bd5cd1b5ca741f89282468b9b7f,1003787,347,168,179,392,392,392,5,a40272e7fa6afc1a3cc20b2ffdccaf27d3c418c20c1862b978dc1204f85f3a6b,not_computed_in_blind_development
786,4-2/57,4,NX,4-2,2,57,0,development,4-2/57.mat,e1a6f15d64bc4b4601038feb117a2abb02528c370364ceeb2a390ed8ff95e568,935904,320,152,168,392,392,392,5,314e282f0594675c7f4dbffaa43bdd5869b737f9b0eb2fccdcc4d9768bc7bbc1,not_computed_in_blind_development
787,4-2/58,4,NX,4-2,2,58,3,development,4-2/58.mat,b197e78e8c361e4e0ef49139586fab2bc9ac2b9b0f37be992ad794608c076feb,555872,184,80,104,392,392,392,5,49dc22e3b5df96f199f8f47e957d6a7fc495faf42f5bf77270dc72e811d25fac,not_computed_in_blind_development
788,4-2/59,4,NX,4-2,2,59,1,development,4-2/59.mat,1ef836be00c899da1530158e9509de1e8e07c00169f3071814204f3ae5fd0729,644592,216,100,116,392,392,392,5,a19dcf4cc1edfb91fc9c67be0ac6a7ae1daf3630704c6d9ea2615a76681e4e98,not_computed_in_blind_development
789,4-2/60,4,NX,4-2,2,60,3,development,4-2/60.mat,5d91afb5beb22ac01092da794dbfe43606b7b485f869ff94d2e9597e9bc5221c,992658,343,167,176,392,392,392,5,eaef1065b1228f1bdc0a3eaedc4611e4c165f77c422c8dde5113452de70bb1e0,not_computed_in_blind_development
790,4-2/61,4,NX,4-2,2,61,5,development,4-2/61.mat,f2101702e3e696e16ad43c178e3d5cec89e37ed73c798f793bffb31af6caf9c3,565546,185,91,94,392,392,392,5,ea5b6117292d4af16d9732b72df5a1274e9a74fda4129cf8951959b37a5c797e,not_computed_in_blind_development
791,4-2/62,4,NX,4-2,2,62,4,development,4-2/62.mat,475ce15943670e0012673a6eb3442769b235870226c86d29c19d9aad369ecf86,948481,327,163,164,392,392,392,5,c58c1dc4a6555d007f07b0d92d8f2d00f7f4c2d0ec5c9588047d6410f5e5f98a,not_computed_in_blind_development
792,4-2/63,4,NX,4-2,2,63,0,development,4-2/63.mat,c188b3ae1044c69441b4a237e818af1eb0b132ced796976a8ac01533b04f212a,714645,241,118,123,392,392,392,5,b216983dd1a40cd347f6a7a1edc9ec11ed65336dca1867d180bf1b8698f7ec7b,not_computed_in_blind_development
794,4-2/65,4,NX,4-2,2,65,4,development,4-2/65.mat,955db7a5e713be860190695a5510df3cc45b743a5d42f314992542ad0771d645,631045,209,93,116,392,392,392,5,6f969307402bb28b5907d8bb1c8c92acbfe558d68e1df9060798772fb81efb29,not_computed_in_blind_development
795,4-2/66,4,NX,4-2,2,66,1,development,4-2/66.mat,1aac255fccfa294e4643798ee9d94b807ddb7edfe97a7bb0cb1509a6c8b9fe32,914088,313,154,159,392,392,392,5,d882d12d91ff279c18a1207faf609cf4043f65971c245d3396b0cfeebd57ddba,not_computed_in_blind_development
796,4-2/67,4,NX,4-2,2,67,0,development,4-2/67.mat,581fb1e2684ad15861f6704fed8cd338f78d9e3d4903bb0978088d4eb8a05e49,650150,217,97,120,392,392,392,5,a6ef7aca6781b9a8e03ce89aaf1011377a68340a8f0f23cffd6fa28cd8e1fcc7,not_computed_in_blind_development
797,4-2/68,4,NX,4-2,2,68,4,development,4-2/68.mat,df9ba77aa32b4c96b98f5c7bbe222cd41aad5f866a638d796824d95fc529d39d,732029,247,121,126,392,392,392,5,b951c775aa6c81c357007e3d7c123d32f00eac90ba72a2abd937ce4b56e0863b,not_computed_in_blind_development
799,4-2/70,4,NX,4-2,2,70,0,development,4-2/70.mat,84fedd091a97a6fadcb413cc69cbd9277529bba82f50b4939121c290f6f205c3,686180,231,107,124,392,392,392,5,9be6b99889b1d0bc0f9d10c58edea0f14c0a841174df82cb0d3f09f086470fdb,not_computed_in_blind_development
800,4-2/71,4,NX,4-2,2,71,7,development,4-2/71.mat,6e5d27b42f84bbfd9a43af69c4af20610d70a9fe5b43585f264900b2f451a8a4,799420,273,131,142,392,392,392,5,854226bf88c20b61cb84a443ebcc0e94f37d68bd4170eeaad66abba3eec206c4,not_computed_in_blind_development
801,4-2/72,4,NX,4-2,2,72,7,development,4-2/72.mat,88bba37abe30cf5bbd79cd4dd7e664fd9ee6876acb8599eadee4610a555ecbe4,577295,193,85,108,392,392,392,5,d085d269aed0403f75e0d12b456774e0f1158a9bc5f6a2c1921a7b4d31bf036d,not_computed_in_blind_development
803,4-2/74,4,NX,4-2,2,74,6,development,4-2/74.mat,dea0f4c91ea512bc96130d1a502bc17f4da69c7b46c95b15cd2602f31e03fe69,985514,337,163,174,392,392,392,5,a45305c9e01e2aec1819e6247accce7bbc09e1f1477e14d8ece9b7290c8927b9,not_computed_in_blind_development
805,4-2/76,4,NX,4-2,2,76,3,development,4-2/76.mat,8ada658212b50ad831d96510c564428ba0dc6f8a788dc27ee96e052fdf0e0dd6,516056,168,81,87,392,392,392,5,9bbeb9bd2828a7394a89fce97132dbbb630c50c0fd64a36029d32ceb29b0ef82,not_computed_in_blind_development
806,4-2/77,4,NX,4-2,2,77,7,development,4-2/77.mat,8db3b23eb05c66096ac1071e0fe6df1b4182d607db9c1cb05619110ff08cbc9c,1216691,428,208,220,392,392,392,5,ae68f0235b7b5c4421dbb6295077bcb99a5afc00e72dd2733b5ef99b693963b7,not_computed_in_blind_development
807,4-2/78,4,NX,4-2,2,78,4,development,4-2/78.mat,75101bcc56bebf4fa7725aa233f176fa81c983e30acff33f00e1900e84d5cc8b,483187,156,73,83,392,392,392,5,fc5a1a6ebea7e0920adbdf0398809acc3e75c4cb47f421c16ecfeb3e357cbca5,not_computed_in_blind_development
808,4-2/79,4,NX,4-2,2,79,6,development,4-2/79.mat,da8fa7eb44c3c8c0b8395780aba10ccf0fcfa9d7b4c78c01383bf15035c684f1,819839,280,133,147,392,392,392,5,23b4926fe9b6f9c5eb5209ba40dce49271bf3a305182c6d281e75dfc258c57a7,not_computed_in_blind_development
809,4-2/80,4,NX,4-2,2,80,2,development,4-2/80.mat,83744d5dcf1dd7458d3159bec42a9088767168884f33f6685f5ce1181dfe985e,588686,195,85,110,392,392,392,5,3f09772ff50ec07f61355e28a50aa14e3d58a95af9604c9fbe15a04333e2e6de,not_computed_in_blind_development
810,5-1/1,5,SXD,5-1,1,1,6,development,5-1/1.mat,f1387405435c44fa9e5db5d82c00f2ebe4a677822a9d3c2b2e7f813cf7b95b72,797562,271,128,143,392,392,392,5,e91fefad2593499fa50a51da1f0198e3da4abcb21afcd3f8188928b489031420,not_computed_in_blind_development
811,5-1/2,5,SXD,5-1,1,2,2,development,5-1/2.mat,7450982b44c9ea31d70fa67c2ce46ed630385a8522a467c5ef378e32ba43b83c,666335,222,98,124,392,392,392,5,ad72b277768c6920dbead93c15744b999ed0f60bd4c25b22701e17c7ddbfd573,not_computed_in_blind_development
812,5-1/3,5,SXD,5-1,1,3,5,development,5-1/3.mat,0ade06f835c56c14149beef303343b8d0da1138defb1b8e362e17345366fad16,1058144,366,175,191,392,392,392,5,1c647f429affac570c76b7be0d168827731d07075ddcc5623a0227504e279f78,not_computed_in_blind_development
813,5-1/4,5,SXD,5-1,1,4,0,development,5-1/4.mat,b8a1d945fa1d4bd26dbe8fe7e22ea79c26704aba1d65d98bc0eb8f54f836fe43,673421,225,103,122,392,392,392,5,748c099d6b0fcb3d43a78d2427c559a40718f38a360672828717cadcc96eb8d0,not_computed_in_blind_development
814,5-1/5,5,SXD,5-1,1,5,4,development,5-1/5.mat,4d1117e55bb0453fbb27b565e0bb54aca95bbe192fbb15a345c43d3666ed7c8f,738874,250,124,126,392,392,392,5,52ddac71760e698c984dcd4db9148a6cc457c00f161aca10768608adcabd2923,not_computed_in_blind_development
816,5-1/7,5,SXD,5-1,1,7,5,development,5-1/7.mat,8fb0b2239830f2bb52631103f42cba5513341fb9eb35dfa44b158d4e825bda0e,720209,242,120,122,392,392,392,5,069456a34f22a1fb7c5e3cae3c77e11fb4e8a7589e8890d70e43e562da761e2d,not_computed_in_blind_development
